report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2003-07-29T00:00:00.000,090741,CANADIAN DOLLAR,62645,10028,594,27302,48809,24427,12354
2003-07-29T00:00:00.000,092741,SWISS FRANC,44007,1984,10124,30865,22102,11148,11771
2003-07-29T00:00:00.000,096742,BRITISH POUND,44811,3595,5281,26412,27491,14266,11501
2003-07-29T00:00:00.000,097741,JAPANESE YEN,103252,18580,12272,68142,65307,16196,25339
2003-07-29T00:00:00.000,098662,USD INDEX,12578,5595,4636,3709,3665,969,1972
2003-07-29T00:00:00.000,099741,EURO FX,96272,17608,5188,34149,68502,43249,21316
2003-07-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,36006,12207,0,4414,31551,19385,4455
2003-08-05T00:00:00.000,090741,CANADIAN DOLLAR,62515,9585,1290,26813,48749,25720,12079
2003-08-05T00:00:00.000,092741,SWISS FRANC,43306,1082,9538,31220,22379,11004,11389
2003-08-05T00:00:00.000,096742,BRITISH POUND,45719,3660,3959,26475,29344,15045,11877
2003-08-05T00:00:00.000,097741,JAPANESE YEN,125420,10136,46435,102290,46435,12744,32300
2003-08-05T00:00:00.000,098662,USD INDEX,11803,4482,4719,3759,3503,1557,1576
2003-08-05T00:00:00.000,099741,EURO FX,93299,16777,2888,35466,69227,39758,19886
2003-08-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,33355,11385,0,3907,27531,17947,5708
2003-08-12T00:00:00.000,090741,CANADIAN DOLLAR,66366,13743,697,23835,52289,28704,13296
2003-08-12T00:00:00.000,092741,SWISS FRANC,43172,1556,11558,32109,19937,9507,11677
2003-08-12T00:00:00.000,096742,BRITISH POUND,44939,3107,2526,25545,31450,15732,10408
2003-08-12T00:00:00.000,097741,JAPANESE YEN,115581,12940,22880,87270,65228,14677,26779
2003-08-12T00:00:00.000,099741,EURO FX,97523,18505,3803,36733,72336,41074,20173
2003-08-12T00:00:00.000,232741,AUSTRALIAN DOLLAR,33216,10578,0,5022,27693,17616,5523
2003-08-19T00:00:00.000,090741,CANADIAN DOLLAR,61784,10444,473,25024,49479,26099,11615
2003-08-19T00:00:00.000,092741,SWISS FRANC,55803,2032,21829,43443,15622,9878,17902
2003-08-19T00:00:00.000,096742,BRITISH POUND,47837,3143,6746,28279,29372,15845,11149
2003-08-19T00:00:00.000,097741,JAPANESE YEN,118044,14557,23909,64180,45358,38631,48101
2003-08-19T00:00:00.000,098662,USD INDEX,12352,4105,5086,3708,3592,2525,1660
2003-08-19T00:00:00.000,099741,EURO FX,95786,16930,7809,37631,60069,40512,27195
2003-08-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,34305,10320,0,5463,28229,18522,6076
2003-08-26T00:00:00.000,090741,CANADIAN DOLLAR,62024,9662,113,26626,47642,25434,13967
2003-08-26T00:00:00.000,092741,SWISS FRANC,59642,2669,22045,45441,16736,11532,20861
2003-08-26T00:00:00.000,096742,BRITISH POUND,49139,3953,6136,28725,29067,15846,13321
2003-08-26T00:00:00.000,097741,JAPANESE YEN,131738,22148,8916,83348,96859,24445,24166
2003-08-26T00:00:00.000,098662,USD INDEX,12222,3796,3268,3318,5614,3095,1327
2003-08-26T00:00:00.000,099741,EURO FX,100114,14690,12017,40446,59159,44129,28089
2003-08-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,31865,7393,894,6606,25193,17846,5758
2003-09-02T00:00:00.000,090741,CANADIAN DOLLAR,64314,12384,119,24231,50743,27628,13381
2003-09-02T00:00:00.000,092741,SWISS FRANC,62339,2179,22268,49084,18014,11076,22057
2003-09-02T00:00:00.000,096742,BRITISH POUND,42438,4717,7042,20031,19627,17551,15630
2003-09-02T00:00:00.000,097741,JAPANESE YEN,169584,53464,6509,81558,138970,33998,23541
2003-09-02T00:00:00.000,098662,USD INDEX,12721,4112,3576,3438,5626,3126,1474
2003-09-02T00:00:00.000,099741,EURO FX,107173,14372,12243,47245,63189,44335,30520
2003-09-02T00:00:00.000,232741,AUSTRALIAN DOLLAR,33573,7307,2604,9609,22173,16637,8776
2003-09-09T00:00:00.000,090741,CANADIAN DOLLAR,78757,19420,0,27906,65004,31431,13753
2003-09-09T00:00:00.000,092741,SWISS FRANC,69919,2134,18238,53104,28804,14681,22877
2003-09-09T00:00:00.000,096742,BRITISH POUND,44767,4125,4739,22711,23970,17931,16058
2003-09-09T00:00:00.000,097741,JAPANESE YEN,171788,59532,6687,74834,138974,35873,24578
2003-09-09T00:00:00.000,098662,USD INDEX,14056,4207,3862,5333,5671,1811,1818
2003-09-09T00:00:00.000,099741,EURO FX,114940,13438,10933,53083,69694,46982,32876
2003-09-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,36930,4746,1312,12831,26532,17152,6885
2003-09-16T00:00:00.000,090741,CANADIAN DOLLAR,81631,20282,150,22913,68008,38086,13123
2003-09-16T00:00:00.000,092741,SWISS FRANC,43853,600,20534,35304,7272,7941,16039
2003-09-16T00:00:00.000,096742,BRITISH POUND,26786,4540,3019,8509,14517,13737,9250
2003-09-16T00:00:00.000,097741,JAPANESE YEN,126661,60153,5506,34678,105030,31830,16125
2003-09-16T00:00:00.000,098662,USD INDEX,11795,4707,4322,2884,2631,1323,1961
2003-09-16T00:00:00.000,099741,EURO FX,80591,11847,7123,28498,50958,39754,22018
2003-09-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,36082,11590,1693,6538,29862,17954,4527
2003-09-23T00:00:00.000,090741,CANADIAN DOLLAR,66514,23454,1147,10188,54750,32872,10617
2003-09-23T00:00:00.000,092741,SWISS FRANC,39097,3883,13386,26706,13190,8489,12502
2003-09-23T00:00:00.000,096742,BRITISH POUND,36402,12753,2707,5716,24115,17933,9580
2003-09-23T00:00:00.000,097741,JAPANESE YEN,135500,61520,7972,37854,106839,36126,20689
2003-09-23T00:00:00.000,098662,USD INDEX,16602,8098,8083,4741,2078,866,3544
2003-09-23T00:00:00.000,099741,EURO FX,82549,15340,6563,21389,53635,45198,21729
2003-09-23T00:00:00.000,232741,AUSTRALIAN DOLLAR,41264,11559,1714,7675,34956,22030,4594
2003-09-30T00:00:00.000,090741,CANADIAN DOLLAR,69358,24828,1741,11118,57389,33412,10228
2003-09-30T00:00:00.000,092741,SWISS FRANC,43199,10464,8877,15822,24856,16877,9430
2003-09-30T00:00:00.000,096742,BRITISH POUND,48321,12371,2448,13845,36802,22105,9071
2003-09-30T00:00:00.000,097741,JAPANESE YEN,144431,69657,28792,38358,96148,36408,19483
2003-09-30T00:00:00.000,098662,USD INDEX,20550,7999,11778,9128,2286,514,3577
2003-09-30T00:00:00.000,099741,EURO FX,91864,18650,5001,18884,58731,53990,27792
2003-09-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,42727,13188,1769,6306,35347,23233,5611
2003-10-07T00:00:00.000,090741,CANADIAN DOLLAR,76303,31011,411,9950,61938,35342,13954
2003-10-07T00:00:00.000,092741,SWISS FRANC,47583,14236,7170,14533,31001,18804,9402
2003-10-07T00:00:00.000,096742,BRITISH POUND,51131,15295,3678,13401,37651,22435,9802
2003-10-07T00:00:00.000,097741,JAPANESE YEN,159009,76438,26713,42205,110396,40337,21871
2003-10-07T00:00:00.000,098662,USD INDEX,21117,7188,11893,10085,2045,935,4270
2003-10-07T00:00:00.000,099741,EURO FX,96823,25794,5769,19886,65167,51093,25837
2003-10-07T00:00:00.000,232741,AUSTRALIAN DOLLAR,49919,18224,1481,6727,42386,24968,6052
2003-10-14T00:00:00.000,090741,CANADIAN DOLLAR,80019,30697,843,12710,66469,36560,12655
2003-10-14T00:00:00.000,092741,SWISS FRANC,54575,21627,6729,12877,38699,20059,9135
2003-10-14T00:00:00.000,096742,BRITISH POUND,53815,15428,4728,13478,39245,24908,9841
2003-10-14T00:00:00.000,097741,JAPANESE YEN,154276,71679,32470,43437,99358,39107,22395
2003-10-14T00:00:00.000,098662,USD INDEX,22390,7093,13319,11584,2243,812,3927
2003-10-14T00:00:00.000,099741,EURO FX,105915,29854,4860,21711,75716,54300,25289
2003-10-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,50668,19182,1060,6037,42977,25449,6631
2003-10-21T00:00:00.000,090741,CANADIAN DOLLAR,80185,29847,442,11987,67505,38343,12230
2003-10-21T00:00:00.000,092741,SWISS FRANC,56476,20045,8652,18171,38654,18250,9160
2003-10-21T00:00:00.000,096742,BRITISH POUND,53768,15687,3121,12294,40038,25787,10609
2003-10-21T00:00:00.000,097741,JAPANESE YEN,151390,69794,21490,43485,107894,38058,21953
2003-10-21T00:00:00.000,098662,USD INDEX,21673,5754,12713,12149,2318,897,3769
2003-10-21T00:00:00.000,099741,EURO FX,106515,28987,4874,26125,76465,51388,25161
2003-10-21T00:00:00.000,232741,AUSTRALIAN DOLLAR,53949,21851,1461,5163,46005,26935,6483
2003-10-28T00:00:00.000,090741,CANADIAN DOLLAR,84034,34353,1482,12882,70656,36723,11820
2003-10-28T00:00:00.000,092741,SWISS FRANC,58372,20403,7304,16930,40657,21026,10398
2003-10-28T00:00:00.000,096742,BRITISH POUND,65065,23023,3357,14919,49775,26709,11519
2003-10-28T00:00:00.000,097741,JAPANESE YEN,152880,71462,16552,43278,113848,38058,22398
2003-10-28T00:00:00.000,098662,USD INDEX,23490,6057,14193,13819,2276,726,4133
2003-10-28T00:00:00.000,099741,EURO FX,102842,28893,4688,22558,75056,51304,23011
2003-10-28T00:00:00.000,232741,AUSTRALIAN DOLLAR,55553,23216,1060,5865,46904,26472,7589
2003-11-04T00:00:00.000,090741,CANADIAN DOLLAR,78303,29207,487,14375,65547,34266,11814
2003-11-04T00:00:00.000,092741,SWISS FRANC,55727,8075,10369,34878,34091,12698,11191
2003-11-04T00:00:00.000,096742,BRITISH POUND,66893,21766,2514,19565,53538,25132,10411
2003-11-04T00:00:00.000,097741,JAPANESE YEN,135896,56179,5835,48770,105901,30362,23575
2003-11-04T00:00:00.000,098662,USD INDEX,20034,4528,12201,11502,2354,1178,2653
2003-11-04T00:00:00.000,099741,EURO FX,98943,21858,2285,30611,71620,46347,24911
2003-11-04T00:00:00.000,232741,AUSTRALIAN DOLLAR,59105,26380,1060,5800,49473,26925,8572
2003-11-11T00:00:00.000,090741,CANADIAN DOLLAR,80154,30192,487,14012,68526,35850,11041
2003-11-11T00:00:00.000,092741,SWISS FRANC,61432,2352,18074,45453,30333,13551,12949
2003-11-11T00:00:00.000,096742,BRITISH POUND,63740,17150,2450,20937,50017,25203,10823
2003-11-11T00:00:00.000,097741,JAPANESE YEN,143363,63585,5788,45313,115745,33857,21222
2003-11-11T00:00:00.000,098662,USD INDEX,17820,4223,10183,10187,2633,1171,2765
2003-11-11T00:00:00.000,099741,EURO FX,102826,21264,3345,33138,73291,47929,25695
2003-11-11T00:00:00.000,112741,NZ DOLLAR,6305,3346,1529,1510,3510,1449,1266
2003-11-11T00:00:00.000,232741,AUSTRALIAN DOLLAR,60650,25795,1060,7750,49914,27105,9676
2003-11-18T00:00:00.000,090741,CANADIAN DOLLAR,86715,34048,572,13996,73250,38563,12785
2003-11-18T00:00:00.000,092741,SWISS FRANC,65394,11879,8928,33877,47901,19633,8560
2003-11-18T00:00:00.000,096742,BRITISH POUND,68738,21525,2584,19079,54361,27661,11320
2003-11-18T00:00:00.000,097741,JAPANESE YEN,143468,59678,5916,47691,117852,35467,19068
2003-11-18T00:00:00.000,098662,USD INDEX,24290,5580,14781,14659,2812,1243,3889
2003-11-18T00:00:00.000,099741,EURO FX,125596,37534,2988,31787,87711,55193,33815
2003-11-18T00:00:00.000,112741,NZ DOLLAR,7223,4332,1293,1353,4857,1538,1073
2003-11-18T00:00:00.000,232741,AUSTRALIAN DOLLAR,63444,27948,1758,7758,52601,27726,9073
2003-11-25T00:00:00.000,090741,CANADIAN DOLLAR,79162,26518,641,14430,64579,37847,13575
2003-11-25T00:00:00.000,092741,SWISS FRANC,66856,10303,5422,35714,52800,20826,8621
2003-11-25T00:00:00.000,096742,BRITISH POUND,67155,22356,3575,17347,52761,26967,10334
2003-11-25T00:00:00.000,097741,JAPANESE YEN,133380,47773,5233,52832,107929,32108,19551
2003-11-25T00:00:00.000,098662,USD INDEX,20503,4723,11717,12342,2134,746,3960
2003-11-25T00:00:00.000,099741,EURO FX,122880,33819,3322,34228,90331,54264,28658
2003-11-25T00:00:00.000,112741,NZ DOLLAR,7996,4893,1200,1533,5867,1570,929
2003-11-25T00:00:00.000,232741,AUSTRALIAN DOLLAR,61806,25859,625,8002,52671,27934,8499
2003-12-02T00:00:00.000,090741,CANADIAN DOLLAR,82914,31155,487,14709,69174,36846,13049
2003-12-02T00:00:00.000,092741,SWISS FRANC,71273,13276,4818,34119,57843,23865,8599
2003-12-02T00:00:00.000,096742,BRITISH POUND,74221,26628,3226,18747,59053,28363,11459
2003-12-02T00:00:00.000,097741,JAPANESE YEN,142600,53739,7553,54016,114664,33937,19475
2003-12-02T00:00:00.000,098662,USD INDEX,21966,6080,12697,12648,2786,774,4019
2003-12-02T00:00:00.000,099741,EURO FX,135551,35337,4657,41775,96997,58321,33779
2003-12-02T00:00:00.000,232741,AUSTRALIAN DOLLAR,63089,27078,647,7971,53993,28037,8446
2003-12-09T00:00:00.000,090741,CANADIAN DOLLAR,87364,27407,320,20703,70552,38034,15272
2003-12-09T00:00:00.000,092741,SWISS FRANC,84218,16850,4499,38050,64146,29309,15564
2003-12-09T00:00:00.000,096742,BRITISH POUND,93872,27080,2454,36080,75663,30229,15272
2003-12-09T00:00:00.000,097741,JAPANESE YEN,170513,62513,5777,66696,136954,40779,27257
2003-12-09T00:00:00.000,098662,USD INDEX,22245,5485,11861,13325,3784,807,3972
2003-12-09T00:00:00.000,099741,EURO FX,152632,33513,5515,63614,109882,55301,37031
2003-12-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,73209,26691,1044,15657,60728,29998,10574
2003-12-16T00:00:00.000,090741,CANADIAN DOLLAR,81898,17627,1029,29274,65651,34952,15173
2003-12-16T00:00:00.000,092741,SWISS FRANC,43835,17217,3963,4574,32500,22034,7362
2003-12-16T00:00:00.000,096742,BRITISH POUND,67067,24923,2368,13454,53465,28680,11224
2003-12-16T00:00:00.000,097741,JAPANESE YEN,139376,62421,4185,43063,118798,33890,16391
2003-12-16T00:00:00.000,098662,USD INDEX,20927,4392,12641,13467,1997,694,3915
2003-12-16T00:00:00.000,099741,EURO FX,119162,39854,5071,28939,85043,49756,28435
2003-12-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,56208,25711,532,4811,47943,25649,7696
2003-12-22T00:00:00.000,090741,CANADIAN DOLLAR,62750,13535,4872,17501,45058,31689,12795
2003-12-22T00:00:00.000,092741,SWISS FRANC,44642,16287,4655,6338,32403,22008,7575
2003-12-22T00:00:00.000,096742,BRITISH POUND,57738,23165,2828,7361,44565,27205,10338
2003-12-22T00:00:00.000,097741,JAPANESE YEN,131080,52320,4185,44767,110677,33968,16193
2003-12-22T00:00:00.000,098662,USD INDEX,21447,4687,12645,13467,2383,911,4037
2003-12-22T00:00:00.000,099741,EURO FX,118490,38595,4887,31053,85352,48826,28235
2003-12-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,57595,27805,480,4806,49578,24945,7498
2003-12-30T00:00:00.000,090741,CANADIAN DOLLAR,66536,22336,3377,13092,50732,31076,12395
2003-12-30T00:00:00.000,092741,SWISS FRANC,48615,21637,4854,5131,34889,21838,8863
2003-12-30T00:00:00.000,096742,BRITISH POUND,57504,22849,2893,7812,45951,26824,8641
2003-12-30T00:00:00.000,097741,JAPANESE YEN,138423,51851,4187,51686,116941,34794,17203
2003-12-30T00:00:00.000,098662,USD INDEX,23826,5357,14715,15117,2424,843,4178
2003-12-30T00:00:00.000,099741,EURO FX,119095,38530,4974,33190,85465,47359,28640
2003-12-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,58386,26703,582,6256,50982,25394,6789
2004-01-06T00:00:00.000,090741,CANADIAN DOLLAR,73435,29498,2286,11732,58933,32077,12088
2004-01-06T00:00:00.000,092741,SWISS FRANC,50231,21198,4993,4842,35703,24182,9526
2004-01-06T00:00:00.000,096742,BRITISH POUND,60146,22009,3959,10994,46039,27016,10021
2004-01-06T00:00:00.000,097741,JAPANESE YEN,156255,62753,5919,53883,134417,39501,15801
2004-01-06T00:00:00.000,098662,USD INDEX,23146,5340,14090,14712,2828,979,4113
2004-01-06T00:00:00.000,099741,EURO FX,126442,36578,6668,37420,86242,52343,33431
2004-01-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,61052,25848,1341,7835,51471,27369,8240
2004-01-13T00:00:00.000,090741,CANADIAN DOLLAR,89905,39658,2089,12964,76580,37282,11235
2004-01-13T00:00:00.000,092741,SWISS FRANC,48588,19826,4553,6792,33222,21961,10804
2004-01-13T00:00:00.000,096742,BRITISH POUND,61829,17849,4159,15057,46286,28796,11257
2004-01-13T00:00:00.000,097741,JAPANESE YEN,159233,65248,4646,55227,138539,38611,15901
2004-01-13T00:00:00.000,098662,USD INDEX,22597,4761,12858,14500,3237,1025,4191
2004-01-13T00:00:00.000,099741,EURO FX,130510,35894,8957,40431,90936,53940,30372
2004-01-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,62404,27269,1913,7872,52353,27263,8138
2004-01-20T00:00:00.000,090741,CANADIAN DOLLAR,76063,25232,1288,15120,62636,35445,11873
2004-01-20T00:00:00.000,092741,SWISS FRANC,41755,13858,4826,9024,25761,18861,11156
2004-01-20T00:00:00.000,096742,BRITISH POUND,61215,18594,2359,16278,48280,26216,10449
2004-01-20T00:00:00.000,097741,JAPANESE YEN,152326,56801,5093,59063,128517,36165,18419
2004-01-20T00:00:00.000,098662,USD INDEX,18951,2950,10240,12231,3280,1741,3402
2004-01-20T00:00:00.000,099741,EURO FX,129548,35293,7050,44234,88583,49339,33233
2004-01-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,61905,26269,698,7121,49701,28515,11506
2004-01-27T00:00:00.000,090741,CANADIAN DOLLAR,65919,16478,2769,18303,51712,31119,11419
2004-01-27T00:00:00.000,092741,SWISS FRANC,41836,18388,5409,6586,26611,16850,9804
2004-01-27T00:00:00.000,096742,BRITISH POUND,63400,19967,2296,17691,51798,25614,9178
2004-01-27T00:00:00.000,097741,JAPANESE YEN,160713,63946,5954,57941,139191,38608,15350
2004-01-27T00:00:00.000,098662,USD INDEX,17755,2601,9308,11604,3655,1524,2766
2004-01-27T00:00:00.000,099741,EURO FX,129170,36682,3384,42527,92411,48877,32291
2004-01-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,61742,26523,1153,7803,51196,27391,9368
2004-02-03T00:00:00.000,090741,CANADIAN DOLLAR,63329,7835,11687,26927,37883,28472,13664
2004-02-03T00:00:00.000,092741,SWISS FRANC,40899,15234,5791,10742,24438,14902,10649
2004-02-03T00:00:00.000,096742,BRITISH POUND,66822,23623,2730,18480,53149,24591,10815
2004-02-03T00:00:00.000,097741,JAPANESE YEN,169516,70199,5700,60888,146770,38230,16847
2004-02-03T00:00:00.000,098662,USD INDEX,18543,2815,10074,12207,3772,1487,2663
2004-02-03T00:00:00.000,099741,EURO FX,124312,31305,10859,47942,84663,44617,28342
2004-02-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,51677,21322,1044,6665,41419,23688,9212
2004-02-10T00:00:00.000,090741,CANADIAN DOLLAR,66688,7968,12402,29483,39509,29117,14657
2004-02-10T00:00:00.000,092741,SWISS FRANC,43840,18974,7971,8146,25510,16697,10336
2004-02-10T00:00:00.000,096742,BRITISH POUND,67552,23388,3482,17264,53891,26772,10051
2004-02-10T00:00:00.000,097741,JAPANESE YEN,160443,64595,5965,59887,135673,35771,18615
2004-02-10T00:00:00.000,098662,USD INDEX,18809,3221,9862,12361,3770,1051,3001
2004-02-10T00:00:00.000,099741,EURO FX,128407,33820,7578,45495,90863,48808,29682
2004-02-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,58655,24250,2337,6783,47709,27622,8609
2004-02-17T00:00:00.000,090741,CANADIAN DOLLAR,61898,8385,8758,22919,39522,30073,13097
2004-02-17T00:00:00.000,092741,SWISS FRANC,46002,19558,8079,7781,28215,18640,9685
2004-02-17T00:00:00.000,096742,BRITISH POUND,70663,24010,3851,19037,52905,27501,13792
2004-02-17T00:00:00.000,097741,JAPANESE YEN,159603,62030,6832,60003,135501,36911,16611
2004-02-17T00:00:00.000,098662,USD INDEX,24313,4470,14087,16286,3950,1038,3757
2004-02-17T00:00:00.000,099741,EURO FX,145315,35758,7349,54490,102550,54731,35080
2004-02-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,67461,31248,2153,9207,54525,26995,10772
2004-02-24T00:00:00.000,090741,CANADIAN DOLLAR,62648,6769,13545,26795,32930,28439,15528
2004-02-24T00:00:00.000,092741,SWISS FRANC,41521,12608,7234,12572,22681,16333,11598
2004-02-24T00:00:00.000,096742,BRITISH POUND,69494,24415,3339,18548,53911,26396,12109
2004-02-24T00:00:00.000,097741,JAPANESE YEN,142090,16202,28383,96978,92561,28689,20925
2004-02-24T00:00:00.000,098662,USD INDEX,18322,3448,9585,11270,3952,1394,2575
2004-02-24T00:00:00.000,099741,EURO FX,133504,31780,5413,54642,94386,46493,33116
2004-02-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,59772,22429,1082,12008,48364,25334,10325
2004-03-02T00:00:00.000,090741,CANADIAN DOLLAR,65508,5834,15249,31777,33766,27677,16273
2004-03-02T00:00:00.000,092741,SWISS FRANC,47795,5518,16298,29915,16128,12180,15187
2004-03-02T00:00:00.000,096742,BRITISH POUND,63096,17565,3588,20850,46049,24549,13327
2004-03-02T00:00:00.000,097741,JAPANESE YEN,153545,15719,38031,109142,88068,27760,26522
2004-03-02T00:00:00.000,098662,USD INDEX,15513,1237,6691,9552,5007,2390,1481
2004-03-02T00:00:00.000,099741,EURO FX,135662,24451,7423,62136,94594,48299,32869
2004-03-02T00:00:00.000,232741,AUSTRALIAN DOLLAR,55548,17417,995,12491,42100,25442,12255
2004-03-09T00:00:00.000,090741,CANADIAN DOLLAR,72882,11605,8781,29441,47098,31039,16206
2004-03-09T00:00:00.000,092741,SWISS FRANC,52178,3624,18397,36792,16795,11744,16968
2004-03-09T00:00:00.000,096742,BRITISH POUND,73570,13288,2658,34791,56320,25338,14439
2004-03-09T00:00:00.000,097741,JAPANESE YEN,156926,7779,42295,118435,88943,29786,24762
2004-03-09T00:00:00.000,098662,USD INDEX,15165,2418,5238,7016,4996,2788,1988
2004-03-09T00:00:00.000,099741,EURO FX,142361,24065,10000,71601,97855,46076,33887
2004-03-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,58264,14256,3771,18743,42451,25054,11831
2004-03-16T00:00:00.000,090741,CANADIAN DOLLAR,71603,9820,6078,33705,49404,27791,15834
2004-03-16T00:00:00.000,092741,SWISS FRANC,36981,3351,12674,23287,9529,10340,14775
2004-03-16T00:00:00.000,096742,BRITISH POUND,37329,6579,2484,11652,23347,18978,11378
2004-03-16T00:00:00.000,097741,JAPANESE YEN,89476,6974,38413,56694,25937,25304,24622
2004-03-16T00:00:00.000,098662,USD INDEX,10814,2392,4318,4033,2953,2380,1534
2004-03-16T00:00:00.000,099741,EURO FX,87390,17522,9068,28626,48552,41156,29684
2004-03-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,29167,6792,2956,4486,20717,17859,5464
2004-03-23T00:00:00.000,090741,CANADIAN DOLLAR,48702,10562,3462,11945,31507,25967,13505
2004-03-23T00:00:00.000,092741,SWISS FRANC,32617,4130,6992,18303,13174,10181,12448
2004-03-23T00:00:00.000,096742,BRITISH POUND,43178,8351,2479,12927,29867,21781,10713
2004-03-23T00:00:00.000,097741,JAPANESE YEN,86095,11328,25929,50177,44909,24530,15197
2004-03-23T00:00:00.000,098662,USD INDEX,10693,2832,4500,3995,2309,1844,1862
2004-03-23T00:00:00.000,099741,EURO FX,95616,18389,8096,36503,58796,40580,28580
2004-03-23T00:00:00.000,232741,AUSTRALIAN DOLLAR,29576,5533,2567,5938,21468,18068,5504
2004-03-30T00:00:00.000,090741,CANADIAN DOLLAR,76113,35066,2051,11716,61888,29246,12089
2004-03-30T00:00:00.000,092741,SWISS FRANC,34701,3894,8514,21309,12818,9495,13366
2004-03-30T00:00:00.000,096742,BRITISH POUND,39413,7141,1906,12915,26752,19238,10636
2004-03-30T00:00:00.000,097741,JAPANESE YEN,107017,26251,21942,49818,71283,30336,13180
2004-03-30T00:00:00.000,098662,USD INDEX,10883,2884,4716,3533,2237,2444,1908
2004-03-30T00:00:00.000,099741,EURO FX,100890,17155,10981,43769,57032,39831,32742
